Current_Customer_Grade,owns_car,wealth_segment,past_3_years_bike_related_purchases,property_valuation,age,label
7th grade,0,2,65,8,59,1
7th grade,0,1,17,11,47,8
7th grade,0,3,80,2,24,5
7th grade,1,1,92,11,45,4
7th grade,0,1,59,8,35,3
7th grade,1,1,33,7,55,6
7th grade,0,3,70,8,47,0
7th grade,1,1,1,6,42,6
7th grade,0,1,36,6,46,8
7th grade,1,1,93,10,67,4
7th grade,1,3,24,10,40,7
7th grade,0,1,11,2,30,5
7th grade,0,1,97,10,66,1
7th grade,0,1,65,12,27,3
7th grade,1,1,64,8,55,6
7th grade,1,1,47,2,42,9
7th grade,1,3,50,8,56,7
7th grade,0,1,75,1,43,5
7th grade,1,1,5,3,65,6
7th grade,0,1,61,7,66,1
7th grade,0,1,85,8,43,1
7th grade,1,2,38,11,20,2
7th grade,0,3,65,7,63,0
7th grade,1,1,12,11,25,2
8th grade,0,3,78,11,66,0
8th grade,1,1,12,9,46,6
8th grade,0,1,68,9,41,1
8th grade,1,1,68,8,35,4
8th grade,1,2,84,8,44,4
8th grade,1,1,66,4,42,9
8th grade,1,3,68,10,42,7
8th grade,0,1,87,9,21,3
8th grade,0,1,32,9,25,3
8th grade,0,1,76,10,36,3
8th grade,0,2,91,6,48,1
8th grade,1,1,32,9,47,6
8th grade,1,2,57,10,54,7
8th grade,0,2,33,9,51,8
8th grade,1,3,99,10,35,7
8th grade,0,2,97,8,42,1
8th grade,1,1,63,10,44,4
8th grade,0,1,67,8,64,1
8th grade,0,2,98,10,29,3
8th grade,0,3,90,8,51,0
8th grade,0,1,77,4,40,5
8th grade,1,1,2,3,27,9
8th grade,0,1,98,10,40,1
8th grade,1,1,90,7,34,4
8th grade,1,3,31,9,28,2
8th grade,1,1,69,8,42,4
8th grade,0,1,57,9,26,3
8th grade,0,2,23,2,56,5
8th grade,0,1,39,3,50,5
8th grade,0,1,50,9,57,1
8th grade,0,3,89,10,57,0
8th grade,0,1,69,4,32,5
8th grade,1,1,66,4,65,9
8th grade,0,3,66,7,29,0
8th grade,0,3,13,3,59,5
8th grade,0,2,41,1,47,5
8th grade,0,3,76,9,19,0
8th grade,0,1,22,3,66,5
8th grade,1,2,34,4,39,9
8th grade,0,1,91,8,43,1
8th grade,1,1,33,3,63,9
8th grade,1,2,34,11,23,2
8th grade,0,1,26,6,46,8
8th grade,0,1,4,4,37,5
8th grade,0,1,19,3,31,5
8th grade,0,2,14,12,43,8
8th grade,0,3,98,9,46,0
8th grade,0,2,44,8,40,0
8th grade,1,1,6,4,44,9
8th grade,0,1,69,9,64,1
8th grade,0,2,90,10,33,3
8th grade,1,3,46,6,20,2
8th grade,0,1,33,11,44,8
8th grade,1,3,70,4,33,9
8th grade,1,3,78,9,41,7
8th grade,0,1,11,7,43,8
8th grade,1,1,2,7,51,6
8th grade,0,3,20,9,35,0
8th grade,1,2,87,7,23,4
8th grade,1,1,41,8,39,6
8th grade,1,1,30,9,39,6
8th grade,0,3,93,8,55,0
8th grade,1,2,2,4,62,6
8th grade,1,2,20,8,42,2
8th grade,0,2,70,7,44,1
8th grade,1,1,63,7,32,4
8th grade,0,1,98,7,43,1
8th grade,1,1,30,10,41,6
8th grade,1,1,95,1,24,9
8th grade,1,2,16,1,57,9
8th grade,1,3,84,9,46,7
8th grade,0,2,0,10,24,3
8th grade,0,1,81,7,43,1
8th grade,1,2,38,1,41,9
8th grade,0,1,75,11,55,1
8th grade,0,1,22,9,24,3
8th grade,1,3,51,8,52,7
8th grade,1,1,25,8,50,6
8th grade,0,1,82,9,63,1
8th grade,0,1,99,8,43,1
8th grade,1,2,69,11,42,4
8th grade,0,1,6,8,58,8
8th grade,0,1,50,7,34,3
8th grade,1,3,24,9,61,7
8th grade,1,1,26,7,53,6
8th grade,0,3,40,1,38,5
8th grade,1,2,59,8,21,2
8th grade,0,1,63,3,41,5
8th grade,1,1,35,8,46,6
8th grade,0,3,76,3,38,5
8th grade,1,1,54,9,40,4
8th grade,0,2,40,12,43,8
8th grade,1,3,45,7,48,7
8th grade,1,2,86,8,40,4
8th grade,0,1,12,7,22,3
8th grade,0,3,20,3,25,5
8th grade,0,1,39,4,28,5
8th grade,1,2,93,6,48,4
8th grade,1,3,20,9,42,7
8th grade,0,1,0,9,47,8
8th grade,1,3,37,2,52,9
8th grade,0,2,66,4,38,5
8th grade,0,1,16,8,42,8
8th grade,1,2,68,7,53,7
8th grade,1,1,51,8,31,4
8th grade,1,1,31,8,46,6
8th grade,0,3,88,11,41,0
8th grade,0,1,78,2,58,5
8th grade,0,1,57,11,24,3
8th grade,1,3,82,9,40,7
8th grade,0,3,8,7,33,0
8th grade,0,2,15,1,60,5
8th grade,1,1,78,11,54,4
8th grade,0,2,57,8,25,3
8th grade,0,3,9,8,42,0
8th grade,1,3,51,8,36,7
8th grade,0,2,66,8,51,1
8th grade,1,1,80,11,33,4
8th grade,0,1,54,1,54,5
8th grade,0,1,48,8,27,3
8th grade,1,3,2,10,40,2
8th grade,0,2,14,5,26,5
8th grade,0,2,25,9,30,3
8th grade,0,1,79,9,20,3
8th grade,0,1,36,9,59,8
8th grade,1,1,90,9,42,4
8th grade,0,2,94,10,58,1
8th grade,0,3,52,12,51,0
8th grade,0,1,23,8,60,8
8th grade,0,2,90,4,34,5
8th grade,1,1,27,8,48,6
8th grade,1,3,97,4,50,7
8th grade,0,2,17,9,25,3
8th grade,0,1,38,8,65,8
8th grade,0,1,70,8,63,1
8th grade,0,1,51,9,35,3
8th grade,1,1,75,9,24,4
8th grade,0,3,89,10,41,0
8th grade,0,2,52,11,50,8
8th grade,1,2,84,9,29,4
8th grade,1,1,86,10,31,4
8th grade,1,1,20,8,22,2
8th grade,1,2,80,12,23,4
8th grade,1,1,31,5,38,9
8th grade,1,2,49,10,28,2
8th grade,1,3,61,8,47,7
8th grade,1,3,14,10,22,2
8th grade,1,1,47,8,61,6
8th grade,0,1,43,11,22,3
8th grade,1,3,71,7,42,7
8th grade,0,2,85,8,37,1
8th grade,1,2,44,10,46,7
8th grade,0,1,67,7,20,3
8th grade,0,1,48,8,60,8
8th grade,1,1,91,9,45,4
8th grade,0,1,51,5,35,5
8th grade,1,1,71,12,56,4
8th grade,1,3,41,5,65,7
8th grade,1,2,61,6,31,9
8th grade,1,3,20,5,42,7
8th grade,0,3,99,7,47,0
8th grade,0,1,2,6,19,3
8th grade,1,1,78,10,19,4
8th grade,0,3,35,9,47,0
8th grade,1,1,36,11,51,6
8th grade,1,3,60,8,33,7
8th grade,1,1,39,10,47,6
8th grade,1,2,56,12,62,7
8th grade,1,1,5,8,57,6
8th grade,1,1,98,10,19,4
8th grade,0,1,11,9,43,8
8th grade,1,2,10,3,43,9
8th grade,0,2,41,10,26,3
8th grade,1,2,17,6,38,2
8th grade,1,1,32,8,32,2
8th grade,0,1,50,4,30,5
8th grade,1,3,13,1,55,9
8th grade,1,1,48,9,56,6
8th grade,1,3,91,7,52,7
8th grade,1,3,0,11,44,2
8th grade,1,1,8,8,43,6
8th grade,1,3,81,5,27,9
8th grade,1,2,36,8,42,2
8th grade,0,1,68,9,43,1
8th grade,0,1,38,1,57,5
8th grade,0,1,27,3,40,5
8th grade,0,3,83,8,44,0
8th grade,0,1,35,7,43,8
8th grade,1,3,27,5,28,2
8th grade,0,1,63,7,47,1
8th grade,1,2,14,9,42,2
8th grade,1,3,70,10,45,7
8th grade,0,2,6,1,66,5
8th grade,1,2,23,10,54,6
8th grade,1,1,2,11,44,6
8th grade,0,3,72,10,22,0
8th grade,1,3,72,10,25,2
8th grade,1,1,8,9,58,6
8th grade,1,3,64,9,35,7
8th grade,0,2,26,8,46,8
8th grade,0,2,66,8,49,1
8th grade,1,2,27,6,40,2
8th grade,1,1,63,8,60,6
8th grade,0,2,21,4,42,5
8th grade,1,2,1,6,22,2
8th grade,0,1,7,5,59,8
8th grade,1,1,95,6,50,4
8th grade,1,1,13,7,60,6
8th grade,0,2,94,1,28,5
8th grade,0,1,39,12,58,8
8th grade,1,2,67,10,39,4
8th grade,1,2,36,11,55,6
8th grade,1,1,36,8,61,6
8th grade,0,3,16,10,26,0
8th grade,0,3,71,3,43,5
8th grade,1,2,45,10,44,7
8th grade,0,2,78,12,27,3
8th grade,1,2,91,9,47,4
8th grade,0,2,56,4,56,5
8th grade,0,3,14,1,23,5
8th grade,0,1,83,7,62,1
8th grade,1,2,63,10,21,2
8th grade,1,1,7,8,45,6
8th grade,1,2,77,10,40,4
8th grade,1,3,20,6,40,7
8th grade,1,1,71,9,53,4
8th grade,0,1,9,8,48,8
8th grade,0,2,76,12,25,3
8th grade,1,2,22,7,46,6
8th grade,0,1,15,9,44,8
8th grade,0,1,32,7,47,8
8th grade,1,1,94,9,52,4
8th grade,1,3,93,7,25,7
8th grade,1,1,97,9,44,4
8th grade,0,3,23,3,46,5
8th grade,0,3,55,8,48,0
8th grade,0,1,37,4,19,3
8th grade,0,3,13,7,45,0
8th grade,0,1,60,9,42,1
8th grade,1,3,44,4,57,7
8th grade,0,2,68,5,22,3
8th grade,0,1,39,4,30,5
8th grade,0,1,54,9,44,1
8th grade,1,3,79,7,40,7
8th grade,1,3,20,9,65,7
8th grade,0,3,96,5,42,0
8th grade,0,2,60,4,43,5
8th grade,0,1,1,4,46,5
8th grade,0,1,9,9,26,3
8th grade,1,1,48,2,26,9
8th grade,1,2,40,7,47,6
8th grade,1,1,87,2,41,9
8th grade,0,3,49,10,64,0
8th grade,0,3,7,10,66,0
8th grade,1,3,74,9,55,7
8th grade,0,1,12,7,43,8
8th grade,1,1,86,8,42,4
8th grade,1,3,80,3,34,9
8th grade,0,1,86,11,58,1
8th grade,0,1,68,8,61,1
8th grade,0,2,60,7,48,1
8th grade,0,3,62,12,66,0
8th grade,1,1,17,9,61,6
8th grade,0,2,65,8,35,3
8th grade,0,2,58,7,26,3
8th grade,1,1,64,8,49,4
8th grade,0,1,90,1,43,5
8th grade,1,1,23,9,23,2
8th grade,0,1,86,7,43,1
8th grade,1,3,69,9,49,7
8th grade,1,1,62,10,20,4
8th grade,1,1,1,10,42,6
8th grade,0,1,38,10,52,8
8th grade,1,1,71,12,43,4
8th grade,1,1,54,6,64,6
8th grade,1,1,97,8,41,4
8th grade,1,3,53,10,39,7
8th grade,1,3,54,11,45,7
8th grade,0,1,13,6,42,8
8th grade,1,3,62,3,42,9
8th grade,0,2,17,9,64,8
8th grade,0,1,69,7,59,1
8th grade,1,1,11,9,29,2
8th grade,1,1,71,8,52,4
8th grade,0,1,34,8,57,8
8th grade,1,1,61,8,42,4
8th grade,0,1,20,5,29,5
8th grade,1,1,90,11,51,4
8th grade,1,3,22,10,54,7
8th grade,1,3,89,4,37,9
8th grade,0,1,24,7,47,8
8th grade,1,3,26,9,40,7
8th grade,0,1,20,6,24,3
8th grade,1,1,60,4,21,9
8th grade,0,1,69,2,24,5
8th grade,1,1,34,10,43,6
8th grade,0,2,35,9,46,8
8th grade,1,3,24,1,21,9
8th grade,1,2,18,11,59,6
8th grade,1,1,73,11,35,4
8th grade,1,2,80,10,26,4
8th grade,1,2,24,10,42,2
8th grade,1,2,87,10,31,4
8th grade,1,1,81,9,51,4
8th grade,1,2,24,10,25,2
8th grade,0,3,24,9,44,0
8th grade,0,2,17,9,65,8
8th grade,0,3,60,9,20,0
8th grade,0,1,3,12,43,8
8th grade,0,1,39,10,63,8
8th grade,0,2,85,10,40,1
8th grade,1,1,54,8,59,6
8th grade,1,2,68,4,52,9
8th grade,0,2,23,8,20,3
8th grade,1,1,75,6,47,4
8th grade,0,1,62,10,39,3
8th grade,0,3,26,9,43,0
8th grade,0,1,9,3,54,5
8th grade,1,2,8,11,63,6
8th grade,0,2,44,1,53,5
8th grade,0,3,21,8,32,0
8th grade,0,1,5,11,56,8
8th grade,1,3,50,10,56,7
8th grade,1,1,43,8,21,2
8th grade,1,2,80,7,53,7
8th grade,0,2,36,10,29,3
8th grade,0,2,4,5,46,8
8th grade,1,2,29,9,36,2
8th grade,1,1,91,8,26,4
8th grade,0,3,96,10,42,0
8th grade,1,1,93,10,27,4
8th grade,1,1,12,1,65,9
8th grade,0,1,48,4,56,5
8th grade,1,3,0,10,53,7
8th grade,0,2,19,10,57,8
8th grade,1,2,36,10,51,6
8th grade,1,1,53,9,34,4
8th grade,1,1,50,6,50,6
8th grade,1,2,19,8,33,2
8th grade,0,2,83,5,21,3
8th grade,0,1,97,10,55,1
8th grade,0,3,91,8,40,0
8th grade,0,1,76,10,52,1
8th grade,1,1,39,7,37,6
8th grade,1,2,38,9,76,6
8th grade,0,2,34,10,26,3
8th grade,1,2,20,6,46,6
8th grade,1,1,13,7,47,6
8th grade,0,1,76,8,27,3
8th grade,0,3,83,10,45,0
8th grade,0,2,51,9,64,1
8th grade,0,3,22,7,28,0
8th grade,1,1,34,7,38,6
8th grade,1,1,72,10,28,4
8th grade,0,1,35,10,22,3
8th grade,0,3,65,12,42,0
8th grade,1,3,37,8,27,2
8th grade,0,3,5,10,28,0
8th grade,1,3,59,12,33,7
8th grade,1,1,48,5,46,9
8th grade,0,1,27,6,41,8
8th grade,1,2,6,10,32,2
8th grade,0,1,82,6,61,1
8th grade,1,3,0,3,28,9
8th grade,1,1,40,8,67,6
8th grade,1,2,62,7,41,4
8th grade,0,1,16,5,63,8
8th grade,1,1,50,10,48,6
8th grade,1,3,96,6,60,7
8th grade,0,3,37,10,42,0
8th grade,1,2,78,8,46,4
8th grade,1,1,22,3,23,9
8th grade,0,1,7,2,54,5
8th grade,0,2,17,9,28,3
8th grade,1,2,39,3,41,9
8th grade,0,2,18,6,48,8
8th grade,1,2,7,12,45,6
8th grade,0,3,4,8,26,0
8th grade,0,3,84,8,43,0
8th grade,0,3,13,1,30,5
8th grade,1,1,51,9,45,6
8th grade,1,1,13,7,56,6
8th grade,0,1,99,9,22,3
8th grade,1,3,16,4,56,7
8th grade,1,2,51,10,53,7
8th grade,1,3,28,10,45,7
8th grade,0,2,40,8,48,8
8th grade,1,1,0,12,55,6
8th grade,0,2,92,7,58,1
8th grade,1,1,7,11,47,6
8th grade,1,1,21,8,39,6
8th grade,1,1,27,9,50,6
8th grade,1,3,41,12,54,7
8th grade,0,3,21,8,58,0
8th grade,0,2,3,2,47,5
8th grade,0,1,69,12,48,1
8th grade,1,2,73,8,21,2
8th grade,0,2,18,9,35,8
8th grade,0,2,66,7,27,3
8th grade,0,1,74,10,64,1
8th grade,0,1,4,8,35,8
8th grade,0,2,83,9,45,1
8th grade,0,1,15,7,61,8
8th grade,0,1,47,12,45,8
8th grade,1,3,45,5,65,7
8th grade,0,1,51,7,46,1
8th grade,1,2,65,10,62,7
8th grade,1,1,77,11,24,4
8th grade,1,3,34,8,48,7
8th grade,0,2,12,10,35,8
8th grade,1,3,54,9,54,7
8th grade,1,3,98,9,60,7
8th grade,1,3,34,7,20,2
8th grade,0,2,58,8,39,0
8th grade,1,1,51,6,26,4
8th grade,0,3,8,10,61,0
8th grade,1,1,58,3,23,9
8th grade,1,1,53,4,25,9
8th grade,1,1,83,7,51,4
8th grade,0,2,63,10,43,1
8th grade,0,1,82,9,63,1
8th grade,1,1,1,10,26,2
8th grade,0,3,23,1,41,5
8th grade,0,1,1,7,46,8
8th grade,1,1,96,1,43,9
8th grade,0,2,11,9,39,8
8th grade,1,3,48,10,25,2
8th grade,1,1,55,10,42,4
8th grade,0,3,39,10,62,0
8th grade,0,2,48,8,40,0
8th grade,1,3,62,3,24,9
8th grade,1,1,62,8,31,4
8th grade,1,2,92,8,46,4
8th grade,1,1,79,10,32,4
8th grade,0,1,46,6,43,8
8th grade,0,3,82,5,40,0
8th grade,1,2,44,12,41,2
8th grade,0,2,73,11,25,3
8th grade,1,2,88,11,59,7
8th grade,0,3,12,7,33,0
8th grade,1,3,49,4,42,9
8th grade,1,1,19,6,63,6
8th grade,0,1,89,9,51,1
8th grade,1,2,60,3,41,9
8th grade,1,2,67,7,54,7
8th grade,0,3,0,12,37,0
8th grade,0,3,1,9,28,0
8th grade,0,3,53,8,44,0
8th grade,0,2,0,4,20,5
8th grade,0,2,2,12,53,8
8th grade,0,2,33,5,32,5
8th grade,1,3,85,10,47,7
8th grade,1,3,82,8,37,7
8th grade,0,1,66,9,29,3
8th grade,0,1,76,8,42,1
8th grade,1,1,59,8,43,4
8th grade,0,2,86,6,46,1
8th grade,0,1,0,11,39,8
8th grade,1,2,40,11,27,2
8th grade,1,3,65,7,61,7
8th grade,0,1,29,9,44,8
8th grade,1,2,49,8,21,2
8th grade,1,2,47,8,67,6
8th grade,0,2,6,7,37,8
8th grade,1,2,15,9,66,6
8th grade,0,1,0,8,33,8
8th grade,0,3,10,7,25,0
8th grade,1,3,67,3,53,9
8th grade,1,1,5,10,45,6
8th grade,1,2,70,10,57,7
8th grade,1,2,49,11,60,7
8th grade,0,3,70,8,65,0
8th grade,0,3,37,7,23,0
8th grade,0,1,53,8,39,3
8th grade,0,2,79,2,66,5
8th grade,0,2,35,9,42,8
8th grade,0,1,88,9,33,3
8th grade,0,2,2,11,47,8
8th grade,1,1,67,8,28,4
8th grade,0,3,98,11,40,0
8th grade,0,3,27,1,24,5
8th grade,1,1,63,12,55,4
8th grade,1,3,39,9,35,7
8th grade,1,2,2,5,42,9
8th grade,0,3,24,5,48,0
8th grade,0,1,91,7,39,1
8th grade,0,1,30,7,56,8
8th grade,1,1,6,10,58,6
8th grade,0,1,30,3,58,5
8th grade,0,1,80,9,42,1
8th grade,0,1,25,6,43,8
8th grade,1,1,66,8,47,4
8th grade,0,1,63,8,30,3
8th grade,0,2,21,12,34,3
8th grade,1,3,83,8,45,7
8th grade,0,1,14,9,64,8
8th grade,1,1,96,9,42,4
8th grade,0,3,13,5,25,0
8th grade,1,2,96,8,25,4
8th grade,1,1,2,6,22,2
8th grade,1,1,36,10,46,6
8th grade,0,1,50,9,52,8
8th grade,0,3,68,9,42,0
8th grade,1,3,20,9,49,7
8th grade,1,1,88,5,34,4
8th grade,0,1,66,8,52,1
8th grade,1,1,86,8,21,4
8th grade,0,1,34,9,42,8
8th grade,1,1,11,11,61,6
8th grade,0,2,29,6,26,3
8th grade,1,2,56,4,43,9
8th grade,1,3,3,6,50,7
8th grade,0,1,20,4,66,8
8th grade,1,2,33,8,25,2
8th grade,1,2,29,7,53,6
8th grade,0,2,78,11,18,3
8th grade,1,2,89,11,22,4
8th grade,0,1,23,8,46,8
8th grade,1,3,16,9,63,7
8th grade,0,3,29,8,42,0
8th grade,1,3,51,7,38,7
8th grade,0,3,45,10,40,0
8th grade,0,1,69,9,44,1
8th grade,1,2,80,10,31,4
8th grade,1,2,64,3,46,9
8th grade,0,1,61,11,29,3
8th grade,0,3,6,10,42,0
8th grade,1,3,75,11,31,7
8th grade,0,1,93,1,41,5
8th grade,0,3,10,3,45,5
8th grade,1,2,19,8,60,6
8th grade,1,3,7,3,42,9
8th grade,0,1,87,8,29,3
8th grade,1,2,46,9,53,7
8th grade,1,3,81,7,30,7
8th grade,1,3,59,3,27,9
8th grade,1,2,97,12,47,4
8th grade,1,2,51,9,34,2
8th grade,1,1,56,7,44,4
8th grade,0,1,94,8,27,3
8th grade,0,2,2,7,28,3
8th grade,1,1,14,4,23,9
8th grade,0,2,90,9,32,3
8th grade,1,1,91,8,40,4
8th grade,0,2,67,12,44,1
8th grade,1,1,78,6,31,4
8th grade,1,1,48,10,25,2
8th grade,1,3,49,12,42,7
8th grade,1,1,97,12,30,4
8th grade,0,1,33,12,62,8
8th grade,1,3,49,8,43,7
8th grade,1,2,81,7,55,7
8th grade,0,1,31,1,41,5
8th grade,0,3,79,6,57,0
8th grade,0,2,57,9,31,3
8th grade,1,1,42,8,47,6
8th grade,1,2,18,9,31,2
8th grade,1,1,64,4,23,9
8th grade,0,3,68,3,61,5
8th grade,0,3,53,10,42,0
8th grade,0,3,67,5,36,0
8th grade,0,2,80,11,57,1
8th grade,0,3,63,11,41,0
8th grade,1,1,73,1,26,9
8th grade,0,2,28,9,52,8
8th grade,1,1,49,9,47,6
8th grade,1,2,99,8,42,4
8th grade,0,1,99,6,42,1
8th grade,0,3,13,9,60,0
8th grade,1,1,38,5,28,9
8th grade,1,3,52,8,63,7
8th grade,1,1,83,12,20,4
8th grade,1,3,33,7,46,7
8th grade,1,1,41,10,24,2
8th grade,0,3,73,1,47,5
8th grade,0,1,89,8,21,3
8th grade,0,3,23,7,43,0
8th grade,0,2,36,8,65,8
8th grade,0,1,87,11,47,1
8th grade,1,2,17,12,45,6
8th grade,0,2,45,9,27,3
8th grade,1,2,16,8,60,6
8th grade,1,3,97,8,67,7
8th grade,1,1,80,10,30,4
8th grade,0,1,81,7,60,1
8th grade,0,2,35,9,47,8
8th grade,0,1,70,9,42,1
8th grade,1,1,48,4,38,9
8th grade,1,2,85,6,54,7
8th grade,1,1,44,9,49,6
8th grade,1,2,97,10,38,4
8th grade,1,1,90,10,35,4
8th grade,0,2,48,8,45,0
8th grade,0,3,12,8,44,0
8th grade,1,1,56,11,39,4
8th grade,1,3,52,8,27,2
8th grade,0,1,95,4,47,1
8th grade,0,3,29,6,47,0
8th grade,1,2,14,11,36,2
8th grade,0,2,89,7,66,1
8th grade,1,1,78,11,62,4
8th grade,0,1,59,7,40,1
8th grade,0,2,80,3,18,5
8th grade,0,3,82,2,51,5
8th grade,1,1,69,7,44,4
8th grade,0,3,81,10,42,0
8th grade,0,2,95,10,61,1
8th grade,0,2,62,10,34,3
8th grade,1,3,38,9,34,2
8th grade,1,2,53,10,42,7
8th grade,0,2,36,10,27,3
8th grade,1,3,90,10,53,7
8th grade,0,1,30,10,29,3
8th grade,0,1,30,10,62,8
8th grade,1,3,52,4,62,7
8th grade,1,2,71,6,46,9
8th grade,0,3,62,9,44,0
8th grade,0,1,62,1,57,5
8th grade,0,1,51,8,47,1
8th grade,0,2,7,6,63,8
8th grade,1,1,16,8,45,6
8th grade,1,1,68,12,25,4
8th grade,0,3,26,1,53,5
8th grade,1,1,84,9,42,4
8th grade,0,3,29,5,46,0
8th grade,0,1,39,9,56,8
8th grade,1,1,98,7,45,4
8th grade,1,1,95,8,42,4
8th grade,0,1,35,10,61,8
8th grade,1,3,83,7,25,7
8th grade,1,3,22,10,43,7
8th grade,0,2,90,10,27,3
8th grade,1,3,91,9,51,7
8th grade,1,1,2,7,49,6
8th grade,0,1,95,11,64,1
8th grade,0,1,97,7,34,1
8th grade,1,3,33,4,21,2
8th grade,0,1,80,10,62,1
8th grade,1,1,65,12,42,4
8th grade,1,2,77,10,63,7
8th grade,1,1,27,2,44,9
8th grade,1,3,11,7,43,7
8th grade,0,1,72,6,52,1
8th grade,0,1,8,5,55,8
8th grade,1,3,51,10,30,2
8th grade,0,3,29,1,60,5
8th grade,1,1,55,9,42,4
8th grade,1,1,63,10,63,6
8th grade,0,3,37,1,56,5
8th grade,0,1,94,10,61,1
8th grade,1,1,48,12,26,2
8th grade,1,1,19,7,55,6
8th grade,0,1,84,9,53,1
8th grade,0,3,65,11,28,0
8th grade,1,3,51,6,48,7
8th grade,0,2,89,8,67,1
8th grade,0,1,87,9,55,1
8th grade,1,2,75,7,61,7
8th grade,0,3,71,8,47,0
8th grade,1,1,81,10,40,4
8th grade,0,1,33,11,52,8
8th grade,0,3,39,10,32,0
8th grade,1,1,32,9,51,6
8th grade,1,1,20,4,29,9
8th grade,1,3,34,6,46,7
8th grade,1,1,84,10,51,4
8th grade,1,2,97,11,34,4
8th grade,1,3,52,4,26,9
8th grade,1,1,16,7,41,6
8th grade,1,1,46,10,47,6
8th grade,0,2,39,7,42,0
8th grade,1,1,18,5,64,6
8th grade,0,2,6,1,19,5
8th grade,1,1,12,9,22,2
8th grade,1,1,77,2,27,9
8th grade,1,1,18,7,42,6
8th grade,1,1,53,7,46,6
8th grade,0,3,86,9,40,0
8th grade,0,3,17,11,47,0
8th grade,0,2,46,8,44,0
8th grade,0,3,67,8,41,0
8th grade,0,3,4,1,42,5
8th grade,0,1,93,7,29,3
8th grade,0,3,30,4,40,0
8th grade,0,2,67,10,62,1
8th grade,1,1,47,10,63,6
8th grade,0,1,67,4,64,1
8th grade,1,1,69,1,30,9
8th grade,0,1,33,11,64,8
8th grade,0,1,83,7,64,1
8th grade,0,1,92,2,31,5
8th grade,1,1,88,8,47,4
8th grade,0,2,10,9,35,8
8th grade,1,3,19,5,64,7
8th grade,0,1,83,9,54,1
8th grade,1,1,73,5,43,4
8th grade,1,1,58,9,55,6
8th grade,1,1,66,9,28,4
8th grade,0,1,34,10,34,3
8th grade,1,1,83,7,45,4
8th grade,1,1,59,9,38,4
8th grade,1,2,16,12,29,2
8th grade,0,2,2,7,53,8
8th grade,0,3,15,12,56,0
8th grade,1,2,47,7,45,7
8th grade,1,1,36,6,50,6
8th grade,1,3,40,1,49,9
8th grade,1,2,92,7,42,4
8th grade,1,2,3,9,34,2
8th grade,1,1,14,8,30,2
8th grade,0,1,17,7,29,3
8th grade,0,1,59,7,66,1
8th grade,1,2,91,10,36,4
8th grade,0,1,74,9,38,1
8th grade,1,3,53,9,55,7
8th grade,0,1,95,12,30,3
8th grade,1,2,20,9,36,2
8th grade,0,2,36,11,45,8
8th grade,1,3,6,7,21,2
8th grade,1,3,88,11,46,7
8th grade,1,2,45,7,44,7
8th grade,0,1,32,9,20,3
8th grade,0,1,46,7,46,8
8th grade,0,1,48,12,34,3
8th grade,1,1,38,11,42,6
8th grade,0,2,93,10,42,1
8th grade,1,1,82,3,34,9
8th grade,0,1,77,7,47,1
8th grade,1,1,72,7,44,4
8th grade,1,1,37,7,56,6
8th grade,1,1,81,5,39,4
8th grade,1,1,77,7,41,4
8th grade,0,2,91,8,57,1
8th grade,1,3,79,7,30,7
8th grade,0,1,60,8,61,1
8th grade,1,1,20,11,29,2
8th grade,0,1,58,3,43,5
8th grade,1,3,17,9,63,7
8th grade,1,1,31,3,33,9
8th grade,1,3,66,12,42,7
8th grade,0,3,7,9,37,0
8th grade,1,1,9,10,24,2
8th grade,1,2,15,7,61,6
8th grade,0,1,7,8,65,8
8th grade,1,3,67,11,66,7
8th grade,0,1,45,9,19,3
8th grade,1,3,84,9,62,7
8th grade,0,1,74,7,43,1
8th grade,0,3,59,6,21,0
8th grade,0,1,77,11,47,1
8th grade,1,3,11,1,42,9
8th grade,0,1,81,9,24,3
8th grade,1,1,76,11,42,4
8th grade,1,2,27,9,23,2
8th grade,1,1,96,8,36,4
8th grade,1,1,41,7,25,2
8th grade,1,1,35,9,61,6
8th grade,0,2,60,9,66,1
8th grade,0,3,20,10,48,0
8th grade,0,1,38,10,42,8
8th grade,0,1,59,8,39,3
8th grade,1,2,71,2,21,9
8th grade,0,1,22,10,39,8
8th grade,0,1,88,3,50,5
8th grade,0,3,65,3,41,5
8th grade,1,3,70,6,37,7
8th grade,0,1,75,10,63,1
8th grade,1,2,0,5,52,6
8th grade,1,2,97,9,45,4
8th grade,0,3,16,7,43,0
8th grade,0,1,14,8,61,8
8th grade,1,2,27,11,49,6
8th grade,0,1,30,7,31,3
8th grade,1,1,65,7,46,4
8th grade,1,3,44,9,32,2
8th grade,1,3,21,2,41,9
8th grade,0,3,48,10,56,0
8th grade,1,2,81,11,47,4
8th grade,1,3,87,9,46,7
8th grade,1,3,97,10,43,7
8th grade,0,2,33,7,40,8
8th grade,1,1,82,10,54,4
8th grade,0,2,72,6,37,5
8th grade,1,2,76,8,61,7
8th grade,1,2,45,8,46,7
8th grade,1,1,1,5,41,6
8th grade,1,1,78,8,61,4
8th grade,1,3,35,7,21,2
8th grade,1,1,32,11,62,6
8th grade,1,3,60,3,63,7
8th grade,1,1,22,10,66,6
8th grade,0,3,4,9,31,0
8th grade,0,1,78,6,53,1
8th grade,0,1,94,7,22,3
8th grade,1,1,78,11,44,4
8th grade,1,1,23,12,66,6
