transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
10054,87,309,2017-02-11,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40 ,2005-05-10
10055,76,1238,2017-09-20,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85 ,2004-07-25
10056,84,478,2017-01-06,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14 ,2015-08-02
10057,46,2875,2017-09-12,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,1999-07-20
10058,4,1290,2017-05-11,FALSE,Approved,Solex,Standard,medium,medium,1483.2,$99.59 ,2010-11-05
10059,36,417,2017-10-21,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58 ,1995-12-19
10060,92,1770,2017-12-17,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36 ",1991-05-06
10061,5,747,2017-10-07,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71 ,2011-08-29
10062,13,1936,2017-08-17,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27 ,1996-04-05
10063,58,53,2017-08-11,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40 ,2015-10-18
10064,78,2046,2017-11-10,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,2000-11-03
10065,35,1003,2017-01-17,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,2016-11-14
10066,29,908,2017-01-17,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54 ,1991-11-10
10067,77,1868,2017-02-12,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10 ,2000-11-03
10068,11,924,2017-01-18,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96 ,2007-08-04
10069,25,2489,2017-07-19,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,2016-02-04
10070,56,1766,2017-01-29,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90 ,1997-10-04
10071,96,3423,2017-10-14,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",2002-10-10
10072,1,725,2017-04-13,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95 ,2003-09-09
10073,74,3072,2017-01-26,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91 ,2004-07-25
10074,43,2396,2017-10-21,,Approved,Solex,Standard,medium,medium,1151.96,$649.49 ,2006-10-01
10075,94,3212,2017-05-29,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66 ,2007-12-11
10076,47,2164,2017-10-23,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42 ",2012-06-04
10077,2,441,2017-02-25,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,2012-12-02
10078,25,1140,2017-04-13,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,1999-06-23
10079,51,2808,2017-08-13,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40 ",2003-07-21
10080,93,2847,2017-08-25,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09 ,2000-11-03
10081,65,2826,2017-07-04,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69 ,2015-05-21
10082,60,1177,2017-10-03,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85 ",2012-05-18
10083,35,2022,2017-12-17,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,1994-07-12
10084,3,3379,2017-02-25,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,2012-09-15
10085,50,662,2017-02-17,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92 ,1997-10-04
10086,65,1783,2017-06-28,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69 ,2015-04-11
10087,87,886,2017-07-10,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40 ,1997-08-25
10088,77,1021,2017-11-22,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76 ,2011-05-09
10089,57,387,2017-06-12,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14 ,1991-01-21
10090,35,835,2017-03-16,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,2010-06-07
10091,41,3363,2017-05-28,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,2010-05-05
10092,36,1525,2017-09-09,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51 ,2007-12-11
10093,23,3238,2017-09-11,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,1993-10-02
10094,18,1423,2017-08-04,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45 ,2004-12-18
10095,98,398,2017-05-09,,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03 ,2004-01-16
10096,76,2161,2017-10-06,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85 ,2014-10-10
10097,37,381,2017-05-21,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,1999-07-20
10098,8,581,2017-07-12,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13 ",2005-12-07
10099,84,886,2017-05-08,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14 ,2004-12-18
10100,83,2425,2017-08-09,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03 ,1999-07-26
10101,87,3163,2017-11-03,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40 ,1997-08-25
10102,22,3264,2017-03-21,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26 ,1993-07-15
10103,69,561,2017-11-26,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68 ,1992-10-02
10104,56,1923,2017-04-29,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90 ,1997-10-04
10105,29,2340,2017-05-28,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54 ,1991-11-10
10106,96,1309,2017-10-09,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",2002-10-10
10107,93,2839,2017-11-30,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09 ,2000-11-03
10108,21,2502,2017-03-15,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,1999-06-23
10109,88,453,2017-07-18,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11 ",1994-09-09
10110,95,1154,2017-03-15,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43 ,2016-03-29
10111,9,809,2017-02-25,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40 ,1991-11-07
10112,13,3206,2017-08-22,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27 ,2016-07-09
10113,85,1250,2017-02-13,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36 ,2015-08-02
10114,41,2241,2017-12-13,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,2005-12-07
10115,88,1623,2017-02-12,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11 ",1996-11-09
10116,3,3215,2017-05-20,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,1993-05-26
10117,21,2386,2017-12-18,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,1996-04-05
10118,99,70,2017-02-02,FALSE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89 ,1994-08-10
10119,13,1528,2017-02-03,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,2011-03-16
10120,14,3427,2017-04-26,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29 ",1994-09-09
10121,36,554,2017-11-04,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58 ,1999-12-04
10122,38,112,2017-02-22,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,2011-08-24
10123,26,1853,2017-05-12,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63 ,1999-06-23
10124,0,1787,2017-12-27,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54 ,1991-11-10
10125,68,2497,2017-01-04,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71 ,2010-08-20
10126,87,1665,2017-10-23,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40 ,1997-08-25
10127,96,2362,2017-09-30,FALSE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",1991-05-06
10128,76,275,2017-04-24,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",2002-10-10
10129,35,40,2017-04-21,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,1994-07-12
10130,93,1947,2017-01-28,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09 ,2016-03-29
10131,9,1181,2017-04-28,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40 ,1991-11-07
10132,7,3174,2017-04-06,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43 ,2004-09-28
10133,19,2823,2017-08-25,FALSE,Approved,OHM Cycles,Road,high,large,12.01,$7.21 ,2009-03-08
10134,19,2570,2017-09-28,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21 ,1993-10-02
10135,51,733,2017-08-01,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40 ",2012-04-10
10136,96,1636,2017-02-07,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66 ,2004-01-16
10137,65,1043,2017-04-27,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69 ,2015-04-11
10138,71,3202,2017-12-19,FALSE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75 ",2011-01-10
10139,47,3249,2017-06-15,,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42 ",1996-04-05
10140,31,1355,2017-12-22,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18 ,2006-11-10
10141,78,3395,2017-07-07,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,2004-07-25
10142,13,2023,2017-09-18,FALSE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,2011-03-16
10143,82,2672,2017-09-18,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18 ,2015-08-10
10144,64,671,2017-06-19,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55 ,2012-05-18
10145,18,1237,2017-12-07,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18 ,2015-08-10
10146,70,495,2017-08-24,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43 ,2016-12-06
10147,69,305,2017-10-11,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68 ,1992-10-02
10148,63,3145,2017-09-18,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63 ,1993-05-26
10149,44,1332,2017-06-20,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76 ,2001-11-25
10150,53,1641,2017-06-30,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,1997-02-09
10151,62,2202,2017-08-13,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72 ,2015-05-21
10152,70,737,2017-07-26,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43 ,2015-04-11
10153,15,2912,2017-09-20,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44 ,2009-04-12
10154,98,1388,2017-08-29,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03 ,2004-01-16
10155,70,2382,2017-02-18,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43 ,2014-10-10
10156,0,844,2017-08-05,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43 ,2015-04-11
10157,85,3109,2017-06-15,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36 ,2004-08-07
10158,2,1890,2017-05-01,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,2012-12-02
10159,45,1274,2017-12-15,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99 ,1993-04-12
10160,35,603,2017-06-23,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,1994-07-12
10161,35,2879,2017-11-06,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,1997-05-10
10162,2,64,2017-02-05,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33 ,2010-11-05
10163,61,2887,2017-12-06,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94 ,1997-08-25
10164,26,1014,2017-10-21,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63 ,2016-11-22
10165,0,633,2017-08-08,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21 ,2009-03-08
10166,44,596,2017-07-08,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76 ,2011-05-09
10167,2,597,2017-07-01,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,2012-12-02
10168,59,1430,2017-06-03,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58 ,2011-08-24
10169,80,949,2017-04-05,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,1997-08-25
10170,89,3403,2017-07-26,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,2002-10-10
10171,66,1261,2017-02-22,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33 ,2010-11-05
10172,82,3044,2017-08-05,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18 ,2004-12-18
10173,88,1129,2017-10-24,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10 ,1999-07-26
10174,86,2246,2017-09-22,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07 ,1999-07-26
10175,38,980,2017-04-27,FALSE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,2011-03-16
10176,74,989,2017-05-06,,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91 ,1994-07-12
10177,93,3453,2017-07-15,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09 ,2000-11-03
10178,28,2970,2017-09-23,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36 ",1991-08-05
10179,23,793,2017-03-21,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10 ,1999-07-26
10181,61,3305,2017-11-21,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93 ,1993-06-23
10182,60,576,2017-12-23,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85 ",2005-10-22
10183,43,361,2017-01-11,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49 ,1993-04-12
10184,38,3298,2017-04-21,FALSE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,1993-04-12
10185,58,3338,2017-08-12,,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40 ,2015-10-18
10186,87,119,2017-11-30,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71 ,1992-10-02
10187,41,3207,2017-10-10,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74 ,1997-05-10
10188,43,1682,2017-02-16,TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49 ,2014-07-28
10189,0,1237,2017-03-21,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43 ,2003-09-10
10190,59,3333,2017-01-19,TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58 ,1998-12-17
10191,91,1579,2017-09-29,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26 ,2000-11-03
10192,19,1370,2017-11-27,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21 ,2009-03-08
10193,86,2705,2017-04-16,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07 ,2004-08-07
10194,41,1866,2017-11-22,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74 ,1993-07-15
10195,13,183,2017-02-27,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27 ,2016-07-09
10196,29,1219,2017-03-25,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54 ,2016-11-22
10197,79,2874,2017-06-07,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01 ,2003-09-09
10198,1,359,2017-12-22,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,2012-12-02
10199,27,654,2017-12-02,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,1999-06-23
10200,60,1334,2017-05-04,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85 ",2011-08-24
10201,0,725,2017-11-23,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,1991-08-05
10202,90,2232,2017-07-07,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41 ,2013-06-09
10203,24,186,2017-08-07,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78 ,2011-05-07
10204,77,1702,2017-08-24,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10 ,2011-01-10
10205,62,3217,2017-12-22,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72 ,1993-06-23
10206,50,2491,2017-02-19,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92 ,2003-02-16
10207,53,1556,2017-03-08,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,1991-01-21
10208,11,1788,2017-09-14,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47 ",1993-05-26
10209,88,2548,2017-10-07,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10 ,1998-12-16
10210,97,32,2017-05-09,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96 ,2016-03-29
10211,52,2673,2017-02-13,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51 ,1997-02-09
10212,75,2446,2017-01-13,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95 ,2006-05-22
10213,58,258,2017-12-12,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51 ,2001-11-25
10214,27,1844,2017-09-15,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,1999-06-23
10215,50,1524,2017-11-23,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92 ,2003-07-21
10216,72,261,2017-11-10,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,2016-12-06
10217,83,3031,2017-11-08,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03 ,2005-05-10
10218,43,1457,2017-01-24,TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49 ,2006-10-01
10219,0,2458,2017-10-07,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54 ,1991-05-06
10220,45,1327,2017-07-21,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99 ,1993-04-12
10221,55,921,2017-08-24,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76 ,2003-07-21
10222,40,2839,2017-04-20,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90 ,2006-02-02
10223,62,2965,2017-07-02,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80 ,1996-11-09
10224,59,25,2017-07-10,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58 ,1998-12-17
10225,27,1358,2017-01-15,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,1994-07-12
10226,83,529,2017-07-02,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03 ,2004-08-07
10227,29,520,2017-01-14,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54 ,1991-11-10
10228,9,3256,2017-12-12,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40 ,1991-11-07
10229,85,1180,2017-04-10,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36 ,2015-08-02
10230,75,3021,2017-10-10,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95 ,2006-05-22
10231,76,1709,2017-02-21,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85 ,2014-10-10
10232,83,2134,2017-04-08,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03 ,2013-09-16
10233,97,1468,2017-08-27,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96 ,2016-03-29
10234,41,1011,2017-02-20,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,1994-09-09
10235,52,1196,2017-11-17,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51 ,2001-11-25
10236,50,3385,2017-03-25,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92 ,2003-02-16
10237,21,1376,2017-08-14,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,1993-07-15
10238,63,2663,2017-02-19,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59 ,2012-05-18
10239,89,962,2017-09-24,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48 ,2011-05-09
10240,4,1668,2017-01-15,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48 ,2005-08-09
10241,28,1370,2017-12-04,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36 ",1991-08-05
10242,39,2993,2017-04-04,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48 ,2010-06-07
10243,73,3078,2017-03-22,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18 ,2002-08-31
10244,51,2321,2017-05-06,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40 ",2003-07-21
10245,49,899,2017-11-11,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13 ,2012-04-10
10246,39,2813,2017-03-20,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48 ,2007-12-11
10247,98,3176,2017-06-25,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03 ,2004-01-16
10248,46,2329,2017-11-22,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51 ,2007-12-11
10249,59,1165,2017-01-19,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36 ",2003-01-05
10251,31,2464,2017-04-26,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18 ,2006-11-10
10252,40,963,2017-07-01,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76 ,1998-12-17
10253,36,441,2017-01-08,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58 ,1995-12-19
10254,96,1133,2017-12-13,,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",2002-10-10
10255,0,2659,2017-05-25,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43 ,2002-08-31
10256,0,1406,2017-10-08,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26 ,2016-03-29
10257,86,580,2017-12-06,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07 ,1998-12-16
10258,12,194,2017-08-23,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60 ,2004-08-17
10259,97,2474,2017-05-20,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40 ,2004-08-17
10260,1,709,2017-05-15,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,2012-09-15
10261,78,3256,2017-05-05,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,2004-07-25
10262,26,1557,2017-03-12,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63 ,1993-05-26
10263,68,1825,2017-02-09,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71 ,2010-08-20
10264,23,2826,2017-05-08,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,1993-10-02
10265,33,892,2017-09-18,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18 ",1994-07-12
10266,80,382,2017-07-15,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,1997-08-25
10267,80,2365,2017-05-19,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,1997-01-25
10269,19,696,2017-03-20,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21 ,1999-06-23
10270,0,923,2017-03-03,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96 ,2016-03-29
10271,66,828,2017-04-10,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33 ,2002-08-31
10272,0,1942,2017-06-08,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26 ,1999-07-26
10273,13,1494,2017-11-19,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27 ,1996-04-05
10274,24,189,2017-12-27,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78 ,2011-05-07
10275,98,3056,2017-08-31,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03 ,2004-01-16
10276,94,1404,2017-12-23,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66 ,2016-03-29
10277,27,47,2017-03-10,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,1999-06-23
10278,79,3367,2017-05-17,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01 ,2003-09-09
10279,52,1113,2017-12-01,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51 ,2001-11-25
10280,52,1772,2017-07-11,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78 ,2016-02-04
10281,1,1568,2017-08-02,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,2003-02-07
10282,33,2607,2017-03-14,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18 ",1992-10-11
10283,68,2340,2017-12-25,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71 ,2014-10-10
10284,61,2814,2017-02-18,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94 ,2015-08-10
10285,84,2405,2017-03-10,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14 ,2004-12-18
10286,14,2512,2017-08-01,FALSE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75 ",2004-07-25
10287,59,2579,2017-09-18,TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58 ,1993-07-20
10288,79,2254,2017-11-06,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01 ,2003-09-09
10289,62,1741,2017-05-25,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80 ,2010-11-05
10290,80,2580,2017-05-05,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,1998-12-16
10291,36,1942,2017-08-09,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51 ,2007-12-11
10292,14,2459,2017-10-10,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75 ",1995-10-24
